ticker,codigo,operadora,tema
BLKEURVA.MX,BLKEURVA,BlackRock,Renta variable internacional / global
BLKEURVB1-B.MX,BLKEURVB1-B,BlackRock,Renta variable internacional / global
BLKEURVB1-C.MX,BLKEURVB1-C,BlackRock,Renta variable internacional / global
BLKEURVM0-C.MX,BLKEURVM0-C,BlackRock,Renta variable internacional / global
BLKFIHA.MX,BLKFIHA,BlackRock,Deuda (generica / plazo n/d)
BLKFIHB1-A.MX,BLKFIHB1-A,BlackRock,Deuda (generica / plazo n/d)
BLKFIHB1-B.MX,BLKFIHB1-B,BlackRock,Deuda (generica / plazo n/d)
BLKFIHB1-C.MX,BLKFIHB1-C,BlackRock,Deuda (generica / plazo n/d)
BLKFIHC0-A.MX,BLKFIHC0-A,BlackRock,Deuda (generica / plazo n/d)
BLKFIHC0-C.MX,BLKFIHC0-C,BlackRock,Deuda (generica / plazo n/d)
BLKFIHM0-C.MX,BLKFIHM0-C,BlackRock,Deuda (generica / plazo n/d)
BLKFUSAA.MX,BLKFUSAA,BlackRock,Renta variable internacional / global
BLKFUSAB1-B.MX,BLKFUSAB1-B,BlackRock,Renta variable internacional / global
BLKFUSAB2-A.MX,BLKFUSAB2-A,BlackRock,Renta variable internacional / global
BLKFUSAC0-A.MX,BLKFUSAC0-A,BlackRock,Renta variable internacional / global
BLKFUSAC0-C.MX,BLKFUSAC0-C,BlackRock,Renta variable internacional / global
BLKFUSAM0-A.MX,BLKFUSAM0-A,BlackRock,Renta variable internacional / global
BLKFUSAM1-C.MX,BLKFUSAM1-C,BlackRock,Renta variable internacional / global
BLKGLO2A.MX,BLKGLO2A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO2B1-A.MX,BLKGLO2B1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO2C0-A.MX,BLKGLO2C0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO2C1-A.MX,BLKGLO2C1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO2M1-A.MX,BLKGLO2M1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO3A.MX,BLKGLO3A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO3B1-A.MX,BLKGLO3B1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO3B1-D.MX,BLKGLO3B1-D,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO3M1-B.MX,BLKGLO3M1-B,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO4A.MX,BLKGLO4A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO4B1-A.MX,BLKGLO4B1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO4B2-A.MX,BLKGLO4B2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKGLO4M0-D.MX,BLKGLO4M0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKGUB1A.MX,BLKGUB1A,BlackRock,Deuda gubernamental
BLKGUB1B0-A.MX,BLKGUB1B0-A,BlackRock,Deuda gubernamental
BLKGUB1B0-B.MX,BLKGUB1B0-B,BlackRock,Deuda gubernamental
BLKGUB1B0-C.MX,BLKGUB1B0-C,BlackRock,Deuda gubernamental
BLKGUB1B0-D.MX,BLKGUB1B0-D,BlackRock,Deuda gubernamental
BLKGUB1B0-E.MX,BLKGUB1B0-E,BlackRock,Deuda gubernamental
BLKGUB1C0-A.MX,BLKGUB1C0-A,BlackRock,Deuda gubernamental
BLKGUB1C0-B.MX,BLKGUB1C0-B,BlackRock,Deuda gubernamental
BLKGUB1C0-C.MX,BLKGUB1C0-C,BlackRock,Deuda gubernamental
BLKGUB1C0-D.MX,BLKGUB1C0-D,BlackRock,Deuda gubernamental
BLKGUB1C0-F.MX,BLKGUB1C0-F,BlackRock,Deuda gubernamental
BLKGUB1C1-A.MX,BLKGUB1C1-A,BlackRock,Deuda gubernamental
BLKGUB1M0-A.MX,BLKGUB1M0-A,BlackRock,Deuda gubernamental
BLKGUB1M0-B.MX,BLKGUB1M0-B,BlackRock,Deuda gubernamental
BLKGUB1M0-C.MX,BLKGUB1M0-C,BlackRock,Deuda gubernamental
BLKGUB1M0-D.MX,BLKGUB1M0-D,BlackRock,Deuda gubernamental
BLKGUB1M0-F.MX,BLKGUB1M0-F,BlackRock,Deuda gubernamental
BLKGUB1M1-A.MX,BLKGUB1M1-A,BlackRock,Deuda gubernamental
BLKGUB3A.MX,BLKGUB3A,BlackRock,Deuda gubernamental
BLKGUB3B1-B.MX,BLKGUB3B1-B,BlackRock,Deuda gubernamental
BLKGUB3B2-A.MX,BLKGUB3B2-A,BlackRock,Deuda gubernamental
BLKGUB3C0-A.MX,BLKGUB3C0-A,BlackRock,Deuda gubernamental
BLKGUB3C0-B.MX,BLKGUB3C0-B,BlackRock,Deuda gubernamental
BLKGUB3C0-C.MX,BLKGUB3C0-C,BlackRock,Deuda gubernamental
BLKGUB3C1-A.MX,BLKGUB3C1-A,BlackRock,Deuda gubernamental
BLKGUB3M0-A.MX,BLKGUB3M0-A,BlackRock,Deuda gubernamental
BLKINCA.MX,BLKINCA,BlackRock,Clave opaca (sin tema en la clave)
BLKINCB1-D.MX,BLKINCB1-D,BlackRock,Clave opaca (sin tema en la clave)
BLKINCM0-C.MX,BLKINCM0-C,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1A.MX,BLKINT1A,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1B0-E.MX,BLKINT1B0-E,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1B1-A.MX,BLKINT1B1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1B1-D.MX,BLKINT1B1-D,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1C0-A.MX,BLKINT1C0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1C0-D.MX,BLKINT1C0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1M0-A.MX,BLKINT1M0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKINT1M3-B.MX,BLKINT1M3-B,BlackRock,Clave opaca (sin tema en la clave)
BLKLIQ+A.MX,BLKLIQ+A,BlackRock,Mercado de dinero / liquidez
BLKLIQ+B0-B.MX,BLKLIQ+B0-B,BlackRock,Mercado de dinero / liquidez
BLKLIQ+B0-C.MX,BLKLIQ+B0-C,BlackRock,Mercado de dinero / liquidez
BLKLIQ+B0-D.MX,BLKLIQ+B0-D,BlackRock,Mercado de dinero / liquidez
BLKMAGA.MX,BLKMAGA,BlackRock,Clave opaca (sin tema en la clave)
BLKMAGB0-C.MX,BLKMAGB0-C,BlackRock,Clave opaca (sin tema en la clave)
BLKMAGB0-D.MX,BLKMAGB0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKMAGM0-C.MX,BLKMAGM0-C,BlackRock,Clave opaca (sin tema en la clave)
BLKMDA.MX,BLKMDA,BlackRock,Clave opaca (sin tema en la clave)
BLKMDC0-A.MX,BLKMDC0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMDC0-B.MX,BLKMDC0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKMDC0-C.MX,BLKMDC0-C,BlackRock,Clave opaca (sin tema en la clave)
BLKMDC0-D.MX,BLKMDC0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKMDM0-A.MX,BLKMDM0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMDM0-B.MX,BLKMDM0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKMDM0-C.MX,BLKMDM0-C,BlackRock,Clave opaca (sin tema en la clave)
BLKMEDA.MX,BLKMEDA,BlackRock,Clave opaca (sin tema en la clave)
BLKMEDB2-A.MX,BLKMEDB2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMEDB3-A.MX,BLKMEDB3-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMEDC0-A.MX,BLKMEDC0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMEDM2-A.MX,BLKMEDM2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMEGAA.MX,BLKMEGAA,BlackRock,Clave opaca (sin tema en la clave)
BLKMEGAB1-C.MX,BLKMEGAB1-C,BlackRock,Clave opaca (sin tema en la clave)
BLKMEGAB2-A.MX,BLKMEGAB2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMEGAM1-A.MX,BLKMEGAM1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKMESGA.MX,BLKMESGA,BlackRock,ESG / sustentables
BLKMESGB2-A.MX,BLKMESGB2-A,BlackRock,ESG / sustentables
BLKMESGB3-A.MX,BLKMESGB3-A,BlackRock,ESG / sustentables
BLKMESGC0-A.MX,BLKMESGC0-A,BlackRock,ESG / sustentables
BLKPATA.MX,BLKPATA,BlackRock,Mixtos / balanceados / perfilados
BLKPATB0-E.MX,BLKPATB0-E,BlackRock,Mixtos / balanceados / perfilados
BLKPATB2-A.MX,BLKPATB2-A,BlackRock,Mixtos / balanceados / perfilados
BLKPATB3-A.MX,BLKPATB3-A,BlackRock,Mixtos / balanceados / perfilados
BLKPATC0-A.MX,BLKPATC0-A,BlackRock,Mixtos / balanceados / perfilados
BLKPATC0-C.MX,BLKPATC0-C,BlackRock,Mixtos / balanceados / perfilados
BLKPATM2-A.MX,BLKPATM2-A,BlackRock,Mixtos / balanceados / perfilados
BLKPZOA.MX,BLKPZOA,BlackRock,Clave opaca (sin tema en la clave)
BLKPZOB1-B.MX,BLKPZOB1-B,BlackRock,Clave opaca (sin tema en la clave)
BLKPZOB2-A.MX,BLKPZOB2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKPZOC0-A.MX,BLKPZOC0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKPZOC0-B.MX,BLKPZOC0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKPZOM0-B.MX,BLKPZOM0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKRETA.MX,BLKRETA,BlackRock,Clave opaca (sin tema en la clave)
BLKRETC0-A.MX,BLKRETC0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKRETC0-D.MX,BLKRETC0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+A.MX,BLKUDI+A,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+B1-A.MX,BLKUDI+B1-A,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+B2-A.MX,BLKUDI+B2-A,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+C0-A.MX,BLKUDI+C0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+C0-B.MX,BLKUDI+C0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKUDI+M0-B.MX,BLKUDI+M0-B,BlackRock,Clave opaca (sin tema en la clave)
BLKUSEQA.MX,BLKUSEQA,BlackRock,Renta variable (region n/d)
BLKUSEQB1-B.MX,BLKUSEQB1-B,BlackRock,Renta variable (region n/d)
BLKUSEQB1-C.MX,BLKUSEQB1-C,BlackRock,Renta variable (region n/d)
BLKUSEQC0-A.MX,BLKUSEQC0-A,BlackRock,Renta variable (region n/d)
BLKUSEQC0-C.MX,BLKUSEQC0-C,BlackRock,Renta variable (region n/d)
BLKUSEQM0-A.MX,BLKUSEQM0-A,BlackRock,Renta variable (region n/d)
BLKUSEQM0-C.MX,BLKUSEQM0-C,BlackRock,Renta variable (region n/d)
BLKUSLQA.MX,BLKUSLQA,BlackRock,Clave opaca (sin tema en la clave)
BLKUSLQB0-D.MX,BLKUSLQB0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKUSLQB0-E.MX,BLKUSLQB0-E,BlackRock,Clave opaca (sin tema en la clave)
BLKUSLQC0-A.MX,BLKUSLQC0-A,BlackRock,Clave opaca (sin tema en la clave)
BLKUSLQC0-D.MX,BLKUSLQC0-D,BlackRock,Clave opaca (sin tema en la clave)
BLKUSLQM0-D.MX,BLKUSLQM0-D,BlackRock,Clave opaca (sin tema en la clave)
BMRPREVH2.MX,BMRPREVH2,Otras / boutiques,Clave opaca (sin tema en la clave)
BMX6569B.MX,BMX6569B,Otras / boutiques,Clave opaca (sin tema en la clave)
BMX7074B.MX,BMX7074B,Otras / boutiques,Clave opaca (sin tema en la clave)
BMX8084B.MX,BMX8084B,Otras / boutiques,Clave opaca (sin tema en la clave)
BNMXAVPA.MX,BNMXAVPA,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BNMXAVPB.MX,BNMXAVPB,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BNMXBAIA.MX,BNMXBAIA,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BNMXBAIB.MX,BNMXBAIB,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BNMXBAPA.MX,BNMXBAPA,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BNMXBAPB.MX,BNMXBAPB,Citibanamex/BlackRock,Clave opaca (sin tema en la clave)
BONDDIAPM1.MX,BONDDIAPM1,Otras / boutiques,Clave opaca (sin tema en la clave)
BTGALFAB1.MX,BTGALFAB1,Otras / boutiques,Clave opaca (sin tema en la clave)
BX+0A.MX,BX+0A,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-E1.MX,BX+0B-E1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-E2.MX,BX+0B-E2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-E3.MX,BX+0B-E3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-F1.MX,BX+0B-F1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-F2.MX,BX+0B-F2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-F3.MX,BX+0B-F3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-M1.MX,BX+0B-M1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-M2.MX,BX+0B-M2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0B-M3.MX,BX+0B-M3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+0X1.MX,BX+0X1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1A.MX,BX+1A,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-E1.MX,BX+1B-E1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-E2.MX,BX+1B-E2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-F1.MX,BX+1B-F1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-F2.MX,BX+1B-F2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-F3.MX,BX+1B-F3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-M1.MX,BX+1B-M1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1B-M3.MX,BX+1B-M3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+1X1.MX,BX+1X1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+2A.MX,BX+2A,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+2B-E1.MX,BX+2B-E1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+2B-F1.MX,BX+2B-F1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+2B-F2.MX,BX+2B-F2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+3A.MX,BX+3A,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+3B-E1.MX,BX+3B-E1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+3B-E2.MX,BX+3B-E2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+3B-F2.MX,BX+3B-F2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4A.MX,BX+4A,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-E1.MX,BX+4B-E1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-E2.MX,BX+4B-E2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-F3.MX,BX+4B-F3,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-M1.MX,BX+4B-M1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-M2.MX,BX+4B-M2,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
BX+4B-N1.MX,BX+4B-N1,Ve por Mas (BX+),Clave opaca (sin tema en la clave)
CJUBILA1.MX,CJUBILA1,Otras / boutiques,Ciclo de vida / fecha objetivo
CJUBILAA2.MX,CJUBILAA2,Otras / boutiques,Ciclo de vida / fecha objetivo
CJUBILAB2.MX,CJUBILAB2,Otras / boutiques,Ciclo de vida / fecha objetivo
COMMODQXF.MX,COMMODQXF,Otras / boutiques,Clave opaca (sin tema en la clave)
CRECE+A.MX,CRECE+A,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-E0.MX,CRECE+B-E0,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-E1.MX,CRECE+B-E1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-E2.MX,CRECE+B-E2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-EG1.MX,CRECE+B-EG1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-EG2.MX,CRECE+B-EG2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-F0.MX,CRECE+B-F0,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-F1.MX,CRECE+B-F1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-F2.MX,CRECE+B-F2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-F3.MX,CRECE+B-F3,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-FC.MX,CRECE+B-FC,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-FF.MX,CRECE+B-FF,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-FG1.MX,CRECE+B-FG1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-FG2.MX,CRECE+B-FG2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-M0.MX,CRECE+B-M0,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-M1.MX,CRECE+B-M1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-M2.MX,CRECE+B-M2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-MG1.MX,CRECE+B-MG1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-MG2.MX,CRECE+B-MG2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-N0.MX,CRECE+B-N0,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-N1.MX,CRECE+B-N1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-N2.MX,CRECE+B-N2,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-NG1.MX,CRECE+B-NG1,Compass/Vinci,Mixtos / balanceados / perfilados
CRECE+B-NG2.MX,CRECE+B-NG2,Compass/Vinci,Mixtos / balanceados / perfilados
DEUDAOPA.MX,DEUDAOPA,Santander,Deuda (generica / plazo n/d)
DEUDAOPB1.MX,DEUDAOPB1,Santander,Deuda (generica / plazo n/d)
DEUDAOPB2.MX,DEUDAOPB2,Santander,Deuda (generica / plazo n/d)
DEUDAOPBD.MX,DEUDAOPBD,Santander,Deuda (generica / plazo n/d)
DEUDAOPE.MX,DEUDAOPE,Santander,Deuda (generica / plazo n/d)
DEUDAOPF.MX,DEUDAOPF,Santander,Deuda (generica / plazo n/d)
DEUDAOPGS.MX,DEUDAOPGS,Santander,Deuda (generica / plazo n/d)
DEUDAOPM.MX,DEUDAOPM,Santander,Deuda (generica / plazo n/d)
DEUDAOPMC.MX,DEUDAOPMC,Santander,Deuda (generica / plazo n/d)
DEUDAOPZ.MX,DEUDAOPZ,Santander,Deuda (generica / plazo n/d)
DIGITALB.MX,DIGITALB,Otras / boutiques,Clave opaca (sin tema en la clave)
DIGITALFF.MX,DIGITALFF,Otras / boutiques,Deuda (generica / plazo n/d)
DINBUR1A.MX,DINBUR1A,Inbursa,Clave opaca (sin tema en la clave)
DINBUR1B.MX,DINBUR1B,Inbursa,Clave opaca (sin tema en la clave)
DINBUR3A.MX,DINBUR3A,Inbursa,Clave opaca (sin tema en la clave)
DINBUR3B-1.MX,DINBUR3B-1,Inbursa,Clave opaca (sin tema en la clave)
DINBUR3B-2.MX,DINBUR3B-2,Inbursa,Clave opaca (sin tema en la clave)
DINBUR3B-3.MX,DINBUR3B-3,Inbursa,Clave opaca (sin tema en la clave)
DINBUR3B-4.MX,DINBUR3B-4,Inbursa,Clave opaca (sin tema en la clave)
DYNAMICA.MX,DYNAMICA,Vector,Clave opaca (sin tema en la clave)
DYNAMICF+.MX,DYNAMICF+,Vector,Clave opaca (sin tema en la clave)
DYNAMICF.MX,DYNAMICF,Vector,Clave opaca (sin tema en la clave)
DYNAMICFE.MX,DYNAMICFE,Vector,Clave opaca (sin tema en la clave)
DYNAMICFP.MX,DYNAMICFP,Vector,Clave opaca (sin tema en la clave)
DYNAMICX.MX,DYNAMICX,Vector,Clave opaca (sin tema en la clave)
DYNVALBM1.MX,DYNVALBM1,Otras / boutiques,Clave opaca (sin tema en la clave)
ECOFUNDM.MX,ECOFUNDM,Otras / boutiques,Clave opaca (sin tema en la clave)
ENERFINA.MX,ENERFINA,Nafinsa,Deuda (generica / plazo n/d)
ENERFINPF1.MX,ENERFINPF1,Nafinsa,Deuda (generica / plazo n/d)
ENERFINPF2.MX,ENERFINPF2,Nafinsa,Deuda (generica / plazo n/d)
ENERFINPF3.MX,ENERFINPF3,Nafinsa,Deuda (generica / plazo n/d)
EQUITYXF.MX,EQUITYXF,Otras / boutiques,Renta variable (region n/d)
ESCALAA.MX,ESCALAA,Actinver,Clave opaca (sin tema en la clave)
ESCALAB.MX,ESCALAB,Actinver,Clave opaca (sin tema en la clave)
ESCALAE.MX,ESCALAE,Actinver,Clave opaca (sin tema en la clave)
ESCALAM.MX,ESCALAM,Actinver,Clave opaca (sin tema en la clave)
ESFERAA.MX,ESFERAA,Actinver,Clave opaca (sin tema en la clave)
ESFERAB.MX,ESFERAB,Actinver,Clave opaca (sin tema en la clave)
ESFERAE.MX,ESFERAE,Actinver,Clave opaca (sin tema en la clave)
ESFERAFF.MX,ESFERAFF,Actinver,Deuda (generica / plazo n/d)
ESFERAM.MX,ESFERAM,Actinver,Clave opaca (sin tema en la clave)
FINAGUBBE2.MX,FINAGUBBE2,Otras / boutiques,Deuda gubernamental
FINBOLA.MX,FINBOLA,Scotia,Deuda (generica / plazo n/d)
FIRMA-EL2.MX,FIRMA-EL2,Otras / boutiques,Deuda (generica / plazo n/d)
FIRMA-EM2.MX,FIRMA-EM2,Otras / boutiques,Deuda (generica / plazo n/d)
FMXFIF7.MX,FMXFIF7,Franklin Templeton,Deuda (generica / plazo n/d)
FMXFIM7.MX,FMXFIM7,Franklin Templeton,Deuda (generica / plazo n/d)
FMXFIXF0.MX,FMXFIXF0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXINDF+.MX,FMXINDF+,Franklin Templeton,Indizados / replica de indice
FMXINDF.MX,FMXINDF,Franklin Templeton,Indizados / replica de indice
FMXINDX+.MX,FMXINDX+,Franklin Templeton,Renta variable internacional / global
FMXMDF1.MX,FMXMDF1,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMDFC1.MX,FMXMDFC1,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMDFD1.MX,FMXMDFD1,Franklin Templeton,Deuda corto plazo
FMXMDM1.MX,FMXMDM1,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMDMC1.MX,FMXMDMC1,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMDX1.MX,FMXMDX1,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMDXD1.MX,FMXMDXD1,Franklin Templeton,Deuda corto plazo
FMXMDXF0.MX,FMXMDXF0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXMIXA.MX,FMXMIXA,Franklin Templeton,Mixtos / balanceados / perfilados
FMXMIXF+.MX,FMXMIXF+,Franklin Templeton,Mixtos / balanceados / perfilados
FMXMIXF.MX,FMXMIXF,Franklin Templeton,Mixtos / balanceados / perfilados
FMXMIXM.MX,FMXMIXM,Franklin Templeton,Mixtos / balanceados / perfilados
FMXMIXX+.MX,FMXMIXX+,Franklin Templeton,Mixtos / balanceados / perfilados
FMXPAF+.MX,FMXPAF+,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPAF.MX,FMXPAF,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPAX.MX,FMXPAX,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREF0.MX,FMXPREF0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREM0.MX,FMXPREM0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREX0.MX,FMXPREX0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREXD0.MX,FMXPREXD0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREXF0.MX,FMXPREXF0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPREXX0.MX,FMXPREXX0,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOA.MX,FMXPZOA,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOF14.MX,FMXPZOF14,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOFC14.MX,FMXPZOFC14,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOFR2.MX,FMXPZOFR2,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOM14.MX,FMXPZOM14,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOMR2.MX,FMXPZOMR2,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOX+14.MX,FMXPZOX+14,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOX14.MX,FMXPZOX14,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXPZOXD14.MX,FMXPZOXD14,Franklin Templeton,Deuda corto plazo
FMXRFA.MX,FMXRFA,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFF-0.MX,FMXRFF-0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFF0.MX,FMXRFF0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFFC0.MX,FMXRFFC0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFFD0.MX,FMXRFFD0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFM+0.MX,FMXRFM+0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFM-0.MX,FMXRFM-0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFM0.MX,FMXRFM0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFMC0.MX,FMXRFMC0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFMD0.MX,FMXRFMD0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFX+0.MX,FMXRFX+0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFX-0.MX,FMXRFX-0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFX0.MX,FMXRFX0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFXC0.MX,FMXRFXC0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFXD0.MX,FMXRFXD0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXRFXF0.MX,FMXRFXF0,Franklin Templeton,Deuda (generica / plazo n/d)
FMXSICF.MX,FMXSICF,Franklin Templeton,Clave opaca (sin tema en la clave)
FMXSICM+.MX,FMXSICM+,Franklin Templeton,Clave opaca (sin tema en la clave)
